269.340, 129.490, 0.000,  0.000
269.340, 129.490, 0.002,  0.023
269.340, 129.490, 0.002,  0.056
269.340, 129.490, 0.002,  0.089
269.340, 129.490, -0.010,  0.122
269.339, 129.490, 0.033,  0.155
269.337, 129.490, 0.031,  0.188
269.336, 129.491, 0.030,  0.221
269.335, 129.491, 0.030,  0.254
269.334, 129.491, 0.033,  0.287
269.331, 129.491, 0.114,  0.320
269.326, 129.492, 0.134,  0.353
269.319, 129.492, 0.212,  0.386
269.313, 129.493, 0.193,  0.419
269.305, 129.494, 0.255,  0.452
269.297, 129.495, 0.252,  0.485
269.289, 129.495, 0.235,  0.518
269.281, 129.496, 0.264,  0.551
269.273, 129.497, 0.258,  0.584
269.263, 129.497, 0.291,  0.617
269.254, 129.498, 0.317,  0.650
269.242, 129.499, 0.329,  0.683
269.231, 129.500, 0.302,  0.716
269.219, 129.501, 0.368,  0.749
269.212, 129.501, 0.198,  0.782
269.211, 129.501, 0.111,  0.815
269.207, 129.501, 0.150,  0.848
269.200, 129.502, 0.196,  0.881
269.194, 129.503, 0.204,  0.914
269.186, 129.503, 0.206,  0.947
269.177, 129.504, 0.272,  0.980
269.170, 129.504, 0.166,  1.013
269.169, 129.505, 0.097,  1.046
269.165, 129.505, 0.142,  1.079
269.163, 129.505, 0.015,  1.112
269.160, 129.505, 0.089,  1.145
269.158, 129.505, 0.009,  1.178
269.158, 129.505, 0.008,  1.211
269.156, 129.506, 0.053,  1.244
269.155, 129.506, 0.004,  1.277
269.153, 129.506, 0.063,  1.310
269.152, 129.506, 0.004,  1.343
269.150, 129.506, 0.064,  1.376
269.149, 129.506, 0.005,  1.409
269.147, 129.507, 0.064,  1.442
269.146, 129.507, 0.005,  1.475
269.144, 129.507, 0.063,  1.508
269.143, 129.507, 0.005,  1.541
269.141, 129.507, 0.061,  1.574
269.140, 129.507, 0.005,  1.607
269.138, 129.508, 0.058,  1.640
269.137, 129.508, 0.005,  1.673
269.135, 129.508, 0.056,  1.706
269.135, 129.508, 0.005,  1.739
269.133, 129.508, 0.053,  1.772
269.132, 129.508, 0.005,  1.805
269.130, 129.509, 0.051,  1.838
269.130, 129.509, 0.004,  1.871
269.128, 129.509, 0.050,  1.904
269.127, 129.509, 0.004,  1.937
269.126, 129.509, 0.048,  1.970
269.125, 129.509, 0.004,  2.003
269.124, 129.510, 0.047,  2.036
269.123, 129.510, 0.004,  2.069
269.121, 129.510, 0.046,  2.102
269.121, 129.510, 0.004,  2.135
269.119, 129.510, 0.046,  2.168
269.119, 129.510, 0.004,  2.201
269.117, 129.510, 0.045,  2.234
269.117, 129.510, 0.004,  2.267
269.115, 129.511, 0.045,  2.300
269.115, 129.511, 0.004,  2.333
269.113, 129.511, 0.045,  2.366
269.113, 129.511, 0.004,  2.399
269.111, 129.511, 0.045,  2.432
269.111, 129.511, 0.004,  2.465
269.109, 129.511, 0.045,  2.498
269.109, 129.511, 0.004,  2.531
269.107, 129.512, 0.044,  2.564
269.107, 129.512, 0.004,  2.597
269.105, 129.512, 0.044,  2.630
269.104, 129.512, 0.004,  2.663
269.103, 129.512, 0.044,  2.696
269.102, 129.512, 0.004,  2.729
269.101, 129.512, 0.044,  2.762
269.100, 129.512, 0.004,  2.795
269.099, 129.512, 0.044,  2.828
269.098, 129.512, 0.004,  2.861
269.097, 129.513, 0.044,  2.894
269.096, 129.513, 0.004,  2.927
269.095, 129.513, 0.044,  2.960
269.094, 129.513, 0.004,  2.993
269.093, 129.513, 0.044,  3.026
269.092, 129.513, 0.004,  3.059
269.091, 129.513, 0.044,  3.092
269.090, 129.513, 0.004,  3.125
269.089, 129.514, 0.044,  3.158
269.088, 129.514, 0.004,  3.191
269.087, 129.514, 0.045,  3.224
269.086, 129.514, 0.004,  3.257
269.085, 129.514, 0.045,  3.290
269.084, 129.514, 0.004,  3.323
269.083, 129.514, 0.045,  3.356
269.082, 129.514, 0.004,  3.389
269.081, 129.514, 0.045,  3.422
269.080, 129.514, 0.004,  3.455
269.079, 129.515, 0.045,  3.488
269.078, 129.515, 0.004,  3.521
269.077, 129.515, 0.045,  3.554
269.076, 129.515, 0.004,  3.587
269.075, 129.515, 0.045,  3.620
269.074, 129.515, 0.004,  3.653
269.073, 129.515, 0.045,  3.686
269.072, 129.515, 0.004,  3.719
269.070, 129.515, 0.045,  3.752
269.070, 129.515, 0.004,  3.785
269.068, 129.515, 0.045,  3.818
269.068, 129.515, 0.004,  3.851
269.066, 129.516, 0.045,  3.884
269.066, 129.516, 0.004,  3.917
269.064, 129.516, 0.045,  3.950
269.064, 129.516, 0.004,  3.983
269.062, 129.516, 0.045,  4.016
269.062, 129.516, 0.004,  4.049
269.060, 129.516, 0.045,  4.082
269.060, 129.516, 0.004,  4.115
269.058, 129.516, 0.045,  4.148
269.058, 129.516, 0.004,  4.181
269.056, 129.517, 0.045,  4.214
269.056, 129.517, 0.004,  4.247
269.054, 129.517, 0.045,  4.280
269.053, 129.517, 0.004,  4.313
269.052, 129.517, 0.045,  4.346
269.051, 129.517, 0.004,  4.379
269.050, 129.517, 0.045,  4.412
269.049, 129.517, 0.004,  4.445
269.048, 129.517, 0.045,  4.478
269.047, 129.517, 0.004,  4.511
269.046, 129.517, 0.045,  4.544
269.045, 129.517, 0.004,  4.577
269.044, 129.518, 0.045,  4.610
269.042, 129.518, 0.040,  4.643
269.041, 129.518, 0.037,  4.676
269.040, 129.518, 0.033,  4.709
269.039, 129.518, 0.031,  4.742
269.039, 129.518, 0.029,  4.775
269.038, 129.518, 0.027,  4.808
269.037, 129.518, 0.026,  4.841
269.036, 129.518, 0.025,  4.874
269.036, 129.518, 0.024,  4.907
269.035, 129.518, 0.024,  4.940
269.034, 129.518, 0.024,  4.973
269.034, 129.518, 0.024,  5.006
269.033, 129.518, 0.024,  5.039
269.032, 129.518, 0.024,  5.072
269.032, 129.518, 0.025,  5.105
269.031, 129.519, 0.025,  5.138
269.030, 129.519, 0.026,  5.171
269.029, 129.519, 0.026,  5.204
269.029, 129.519, 0.027,  5.237
269.028, 129.519, 0.028,  5.270
269.027, 129.519, 0.028,  5.303
269.026, 129.519, 0.029,  5.336
269.025, 129.519, 0.030,  5.369
269.025, 129.519, 0.030,  5.402
269.024, 129.519, 0.031,  5.435
269.023, 129.519, 0.032,  5.468
269.022, 129.519, 0.033,  5.501
269.021, 129.519, 0.033,  5.534
269.020, 129.519, 0.034,  5.567
269.019, 129.519, 0.035,  5.600
269.018, 129.519, 0.035,  5.633
269.017, 129.519, 0.036,  5.666
269.016, 129.520, 0.037,  5.699
